     ksi;1.initialDensity;2.initialDensity;3.initialDensity;4.initialDensity;5.initialDensity;6.initialDensity;7.initialDensity;8.initialDensity;     tau;1.inputFlow;1.bunkerOutputFlow; 1.speed;2.inputFlow; 2.speed;3.inputFlow; 3.speed;4.inputFlow; 4.speed;5.inputFlow; 5.speed;6.inputFlow; 6.speed;6.connections.7;6.connections.8;7.inputFlow; 7.speed;8.inputFlow; 8.speed
 0.86000;         0.11021;                ;                ;                ;         0.00410;         0.70362;         0.14112;                ; 0.86000;    0.32348;           0.35732; 0.35732;    0.07554; 0.91790;           ; 0.38678;    0.57817; 1.16089;    0.28119; 0.94773;           ; 0.85401;        0.40000;        0.60000;           ; 1.80981;           ; 0.69487
 0.87000;         0.10531;                ;                ;                ;         0.01631;         0.66394;         0.21594;                ; 0.87000;    0.32163;           0.35094; 0.35094;    0.06572; 0.92416;           ; 0.39717;    0.58276; 1.11712;    0.23033; 1.02616;           ; 0.76645;        0.40000;        0.60000;           ; 1.85695;           ; 0.74121
 0.88000;         0.10048;                ;                ;                ;         0.03633;         0.61403;         0.30042;                ; 0.88000;    0.31963;           0.34471; 0.34471;    0.05646; 0.92924;           ; 0.41069;    0.58276; 1.06954;    0.18200; 1.10395;           ; 0.69159;        0.40000;        0.60000;           ; 1.87486;           ; 0.82738
 0.89000;         0.09570;                ;                ;                ;         0.06366;         0.55566;         0.39050;                ; 0.89000;    0.31747;           0.33864; 0.33864;    0.04781; 0.93312;           ; 0.42722;    0.57817; 1.01890;    0.13740; 1.17917;           ; 0.63208;        0.40000;        0.60000;           ; 1.86267;           ; 0.94795
 0.90000;         0.09100;                ;                ;                ;         0.09763;         0.49088;         0.48185;                ; 0.90000;    0.31517;           0.33272; 0.33272;    0.03979; 0.93579;           ; 0.44662;    0.56906; 0.96598;    0.09763; 1.24999;           ; 0.59003;        0.40000;        0.60000;           ; 1.82098;           ; 1.09536
 0.91000;         0.08637;                ;                ;                ;         0.13740;         0.42200;         0.57005;                ; 0.91000;    0.31272;           0.32696; 0.32696;    0.03243; 0.93723;           ; 0.46871;    0.55557; 0.91163;    0.06366; 1.31465;           ; 0.56694;        0.40000;        0.60000;           ; 1.75178;           ; 1.26033
 0.92000;         0.08183;                ;                ;                ;         0.18200;         0.35145;         0.65087;                ; 0.92000;    0.31012;           0.32138; 0.32138;    0.02577; 0.93743;           ; 0.49329;    0.53793; 0.85670;    0.03633; 1.37157;           ; 0.56361;        0.40000;        0.60000;           ; 1.65841;           ; 1.43251
 0.93000;         0.07736;                ;                ;                ;         0.23033;         0.28174;         0.72040;                ; 0.93000;    0.30739;           0.31598; 0.31598;    0.01983; 0.93640;           ; 0.52016;    0.51640; 0.80206;    0.01631; 1.41933;           ; 0.58017;        0.40000;        0.60000;           ; 1.54537;           ; 1.60108
 0.94000;         0.07299;                ;                ;                ;         0.28119;         0.21533;         0.77531;                ; 0.94000;    0.30451;           0.31075; 0.31075;    0.01463; 0.93415;           ; 0.54906;    0.49133; 0.74857;    0.00410; 1.45677;           ; 0.61603;        0.40000;        0.60000;           ; 1.41810;           ; 1.75544
 0.95000;         0.06870;                ;                ;                ;         0.33333;         0.15458;         0.81294;                ; 0.95000;    0.30150;           0.30571; 0.30571;    0.01020; 0.93067;           ; 0.57975;    0.46310; 0.69707;    0.00000; 1.48296;           ; 0.66993;        0.40000;        0.60000;           ; 1.28274;           ; 1.88590
 0.96000;         0.06452;                ;                ;                ;         0.38548;         0.10164;         0.83148;                ; 0.96000;    0.29836;           0.30087; 0.30087;    0.00655; 0.92599;           ; 0.61195;    0.43218; 0.64838;    0.00410; 1.49726;           ; 0.73994;        0.40000;        0.60000;           ; 1.14580;           ; 1.98426
 0.97000;         0.06043;                ;                ;                ;         0.43634;         0.05838;         0.83005;                ; 0.97000;    0.29509;           0.29622; 0.29622;    0.00369; 0.92012;           ; 0.64538;    0.39904; 0.60326;    0.01631; 1.49932;           ; 0.82360;        0.40000;        0.60000;           ; 1.01387;           ; 2.04433
 0.98000;         0.05645;                ;                ;                ;         0.48466;         0.02633;         0.80870;                ; 0.98000;    0.29169;           0.29177; 0.29177;    0.00164; 0.91308;           ; 0.67973;    0.36420; 0.56243;    0.03633; 1.48908;           ; 0.91793;        0.40000;        0.60000;           ; 0.89333;           ; 2.06235
 0.99000;         0.05258;                ;                ;                ;         0.52926;         0.00664;         0.76847;                ; 0.99000;    0.28816;           0.28753; 0.28753;    0.00041; 0.90491;           ; 0.71471;    0.32822; 0.52653;    0.06366; 1.46679;           ; 1.01960;        0.40000;        0.60000;           ; 0.78996;           ; 2.03718
 1.00000;         0.04882;                ;                ;                ;         0.56904;         0.00000;         0.71129;                ; 1.00000;    0.28452;           0.28349; 0.28349;    0.00000; 0.89563;           ; 0.75000;    0.29167; 0.49612;    0.09763; 1.43302;           ; 1.12500;        0.40000;        0.60000;           ; 0.70875;           ; 1.97040
 1.01000;                ;                ;                ;                ;         0.60301;                ;         0.63993;                ; 1.01000;    0.28076;           0.27967; 0.27967;    0.00041; 0.88529;           ; 0.78529;    0.25511; 0.47169;    0.13740; 1.38858;           ; 1.23040;        0.40000;        0.60000;           ; 0.65361;           ; 1.86621
 1.02000;                ;                ;                ;                ;         0.63033;                ;         0.55781;                ; 1.02000;    0.27689;           0.27607; 0.27607;    0.00164; 0.87392;           ; 0.82027;    0.21913; 0.45362;    0.18200; 1.33457;           ; 1.33207;        0.40000;        0.60000;           ; 0.62719;           ; 1.73116
 1.03000;                ;                ;                ;                ;         0.65035;                ;         0.46889;                ; 1.03000;    0.27290;           0.27269; 0.27269;    0.00369; 0.86156;           ; 0.85462;    0.18430; 0.44220;    0.23033; 1.27233;           ; 1.42640;        0.40000;        0.60000;           ; 0.63078;           ; 1.57372
 1.04000;                ;                ;                ;                ;         0.66256;                ;         0.37745;                ; 1.04000;    0.26882;           0.26953; 0.26953;    0.00655; 0.84827;           ; 0.88805;    0.15115; 0.43760;    0.28119; 1.20338;           ; 1.51006;        0.40000;        0.60000;           ; 0.66419;           ; 1.40380
 1.05000;                ;                ;                ;                ;         0.66667;                ;         0.28791;                ; 1.05000;    0.26463;           0.26660; 0.26660;    0.01020; 0.83410;           ; 0.92025;    0.12023; 0.43989;    0.33333; 1.12942;           ; 1.58007;        0.40000;        0.60000;           ; 0.72582;           ; 1.23207
 1.06000;                ;                ;                ;                ;         0.66256;                ;         0.20457;                ; 1.06000;    0.26035;           0.26391; 0.26391;    0.01463; 0.81911;           ; 0.95094;    0.09201; 0.44906;    0.38548; 1.05227;           ; 1.63397;        0.40000;        0.60000;           ; 0.81269;           ; 1.06933
 1.07000;                ;                ;                ;                ;         0.65035;                ;         0.13144;                ; 1.07000;    0.25597;           0.26144; 0.26144;    0.01983; 0.80335;           ; 0.97984;    0.06693; 0.46493;    0.43634; 0.97384;           ; 1.66983;        0.40000;        0.60000;           ; 0.92063;           ; 0.92578
 1.08000;                ;                ;                ;                ;         0.63033;                ;         0.07205;                ; 1.08000;    0.25151;           0.25921; 0.25921;    0.02577; 0.78688;           ; 1.00671;    0.04540; 0.48728;    0.48466; 0.89605;           ; 1.68639;        0.40000;        0.60000;           ; 1.04443;           ; 0.81047
 1.09000;                ;                ;                ;                ;         0.60301;                ;         0.02926;                ; 1.09000;    0.24696;           0.25722; 0.25722;    0.03243; 0.76978;           ; 1.03129;    0.02776; 0.51574;    0.52926; 0.82083;           ; 1.68306;        0.40000;        0.60000;           ; 1.17814;           ; 0.73062
 1.10000;                ;                ;                ;                ;         0.56904;                ;         0.00513;                ; 1.10000;    0.24233;           0.25546; 0.25546;    0.03979; 0.75211;           ; 1.05338;    0.01428; 0.54986;    0.56904; 0.75001;           ; 1.65997;        0.40000;        0.60000;           ; 1.31530;           ; 0.69127
 1.11000;                ;                ;                ;                ;         0.52926;                ;         0.00082;                ; 1.11000;    0.23763;           0.25395; 0.25395;    0.04781; 0.73393;           ; 1.07278;    0.00517; 0.58911;    0.60301; 0.68535;           ; 1.61792;        0.40000;        0.60000;           ; 1.44932;           ; 0.69487
 1.12000;                ;                ;                ;                ;         0.48466;                ;         0.01654;                ; 1.12000;    0.23286;           0.25268; 0.25268;    0.05646; 0.71532;           ; 1.08931;    0.00058; 0.63288;    0.63033; 0.62843;           ; 1.55841;        0.40000;        0.60000;           ; 1.57374;           ; 0.74121
 1.13000;                ;                ;                ;                ;         0.43634;                ;         0.05154;                ; 1.13000;    0.22802;           0.25166; 0.25166;    0.06572; 0.69636;           ; 1.10283;    0.00058; 0.68046;    0.65035; 0.58067;           ; 1.48355;        0.40000;        0.60000;           ; 1.68257;           ; 0.82738
 1.14000;                ;                ;                ;                ;         0.38548;                ;         0.10412;                ; 1.14000;    0.22312;           0.25088; 0.25088;    0.07554; 0.67712;           ; 1.11322;    0.00517; 0.73110;    0.66256; 0.54323;           ; 1.39599;        0.40000;        0.60000;           ; 1.77056;           ; 0.94795
 1.15000;                ;                ;                ;                ;         0.33333;                ;         0.17176;                ; 1.15000;    0.21817;           0.25034; 0.25034;    0.08588; 0.65767;           ; 1.12038;    0.01428; 0.78402;    0.66667; 0.51704;           ; 1.29882;        0.40000;        0.60000;           ; 1.83348;           ; 1.09536
 1.16000;                ;                ;                ;                ;         0.28119;                ;         0.25119;                ; 1.16000;    0.21317;           0.25005; 0.25005;    0.09670; 0.63809;           ; 1.12426;    0.02776; 0.83837;    0.66256; 0.50274;           ; 1.19550;        0.40000;        0.60000;           ; 1.86829;           ; 1.26033
 1.17000;                ;                ;                ;                ;         0.23033;                ;         0.33859;                ; 1.17000;    0.20811;           0.25001; 0.25001;    0.10797; 0.61846;           ; 1.12481;    0.04540; 0.89330;    0.65035; 0.50068;           ; 1.08968;        0.40000;        0.60000;           ; 1.87332;           ; 1.43251
 1.18000;                ;                ;                ;                ;         0.18200;                ;         0.42975;                ; 1.18000;    0.20302;           0.25022; 0.25022;    0.11963; 0.59885;           ; 1.12204;    0.06693; 0.94794;    0.63033; 0.51092;           ; 0.98511;        0.40000;        0.60000;           ; 1.84833;           ; 1.60108
 1.19000;                ;                ;                ;                ;         0.13740;                ;         0.52029;                ; 1.19000;    0.19790;           0.25067; 0.25067;    0.13164; 0.57935;           ; 1.11597;    0.09201; 1.00143;    0.60301; 0.53321;           ; 0.88550;        0.40000;        0.60000;           ; 1.79452;           ; 1.75544
